,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
10,"{'text': ""all right today we're going to talk"", 'start': 0.76, 'duration': 4.72}","{'text': 'about Burger King and the impossible', 'start': 2.56, 'duration': 6.24}","{'text': 'burger that you can get for', 'start': 5.48, 'duration': 6.52}","{'text': '$6.50 so the first ingredient is this', 'start': 8.8, 'duration': 5.52}","{'text': 'completely brand new protein called leg', 'start': 12.0, 'duration': 5.96}","{'text': ""hemoglobin okay it's from a GMO soy so"", 'start': 14.32, 'duration': 5.84}","{'text': 'they turned soy into this interesting', 'start': 17.96, 'duration': 4.28}","{'text': 'protein a completely brand new protein', 'start': 20.16, 'duration': 4.48}","{'text': 'the safety studies were only done for 28', 'start': 22.24, 'duration': 4.64}","{'text': ""days and it's generally recognized as"", 'start': 24.64, 'duration': 4.76}","{'text': ""safe because the industry says it's"", 'start': 26.88, 'duration': 5.239}","{'text': 'generally oriz is safe there is no FDA', 'start': 29.4, 'duration': 4.839}","{'text': ""approval process all right what's in"", 'start': 32.119, 'duration': 5.561}","{'text': 'here we have soy oil corn oil cultured', 'start': 34.239, 'duration': 6.361}","{'text': 'dextro which is synthetic sugar food', 'start': 37.68, 'duration': 4.92}","{'text': 'starch modified which I think is another', 'start': 40.6, 'duration': 4.279}","{'text': 'name for modified food starch soy', 'start': 42.6, 'duration': 4.799}","{'text': 'protein isolates now to make that you', 'start': 44.879, 'duration': 4.641}","{'text': 'have to add hexane which is a solvent', 'start': 47.399, 'duration': 4.721}","{'text': 'and methyl cellulose which is used as a', 'start': 49.52, 'duration': 4.48}","{'text': 'laxative so please tell me what', 'start': 52.12, 'duration': 4.119}","{'text': 'ingredient in here is healthier than any', 'start': 54.0, 'duration': 5.199}","{'text': 'other Burger', 'start': 56.239, 'duration': 2.96}",,,,,,,,,,,,,
11,"{'text': 'my terrible painful heartburn was the', 'start': 0.08, 'duration': 5.719}","{'text': 'best thing that ever happened to me', 'start': 3.56, 'duration': 4.279}","{'text': 'there are three things to do but one of', 'start': 5.799, 'duration': 3.121}","{'text': ""these things that I'm going to share"", 'start': 7.839, 'duration': 3.241}","{'text': ""with you will actually correct it let's"", 'start': 8.92, 'duration': 4.0}","{'text': 'start with number three you want to add', 'start': 11.08, 'duration': 3.92}","{'text': 'more acid to the stomach like either', 'start': 12.92, 'duration': 4.199}","{'text': 'apple cider vinegar or Bane', 'start': 15.0, 'duration': 4.16}","{'text': 'hydrochloride and that will acidify the', 'start': 17.119, 'duration': 3.521}","{'text': ""stomach and you'll start to feel better"", 'start': 19.16, 'duration': 4.52}","{'text': 'all right number two add sea salt to the', 'start': 20.64, 'duration': 5.6}","{'text': 'diet and maybe an electrolyte powder', 'start': 23.68, 'duration': 4.359}","{'text': 'with more potassium because both', 'start': 26.24, 'duration': 4.0}","{'text': 'pottassium and the chloride for the', 'start': 28.039, 'duration': 5.001}","{'text': 'sodium chloride is needed to build', 'start': 30.24, 'duration': 5.2}","{'text': 'hydrochloric acid but the most important', 'start': 33.04, 'duration': 4.679}","{'text': 'thing you can do to correct this problem', 'start': 35.44, 'duration': 4.56}","{'text': 'is to support the valve on the top of', 'start': 37.719, 'duration': 6.041}","{'text': 'the stomach by taking a natural B1', 'start': 40.0, 'duration': 5.52}","{'text': ""because when you're deficient in thymine"", 'start': 43.76, 'duration': 5.16}","{'text': ""which I was you can't produce the acid"", 'start': 45.52, 'duration': 5.64}","{'text': 'in the stomach in the first place and of', 'start': 48.92, 'duration': 4.159}","{'text': 'course I was doing so much sugar it was', 'start': 51.16, 'duration': 3.919}","{'text': 'depleting all my B1 and if you want to', 'start': 53.079, 'duration': 3.8}","{'text': 'see the whole video on this go to my', 'start': 55.079, 'duration': 5.401}","{'text': 'YouTube channel and check it out', 'start': 56.879, 'duration': 3.601}",,,,,,,,,,
12,"{'text': 'to lose your belly fat there are three', 'start': 0.08, 'duration': 4.48}","{'text': 'tips that you need to know relating to', 'start': 2.32, 'duration': 4.079}","{'text': 'doing intermittent fasting and one of', 'start': 4.56, 'duration': 3.8}","{'text': 'these tips is way more important than', 'start': 6.399, 'duration': 4.521}","{'text': 'the others tip number one make sure you', 'start': 8.36, 'duration': 4.12}","{'text': 'have enough sea salt because if you', 'start': 10.92, 'duration': 3.08}","{'text': ""don't have enough sea salt when you're"", 'start': 12.48, 'duration': 3.319}","{'text': ""doing fasting you're going to have keto"", 'start': 14.0, 'duration': 3.6}","{'text': ""fatigue you're going to feel tired and"", 'start': 15.799, 'duration': 2.961}","{'text': ""weak and you're not going to be able to"", 'start': 17.6, 'duration': 3.839}","{'text': 'sleep tip number two do not go into this', 'start': 18.76, 'duration': 6.72}","{'text': 'with any preset fasting schedule instead', 'start': 21.439, 'duration': 6.441}","{'text': 'let your appetite dictate how long you', 'start': 25.48, 'duration': 4.76}","{'text': ""fast for so in other words if you're not"", 'start': 27.88, 'duration': 6.04}","{'text': ""hungry don't eat but the most important"", 'start': 30.24, 'duration': 5.96}","{'text': 'tip I can give you is this force your', 'start': 33.92, 'duration': 6.159}","{'text': 'body to only burn belly fat 24/7 by', 'start': 36.2, 'duration': 6.679}","{'text': 'reducing your carbs as close to zero as', 'start': 40.079, 'duration': 4.561}","{'text': 'possible and the way that you do that is', 'start': 42.879, 'duration': 4.84}","{'text': 'to combine meat with vegetables skip the', 'start': 44.64, 'duration': 4.759}","{'text': 'breads pasta cereal crackers biscuits', 'start': 47.719, 'duration': 3.84}","{'text': 'waffles pancakes muffin sodas and juice', 'start': 49.399, 'duration': 4.041}","{'text': 'and for more intermittent fasting tips', 'start': 51.559, 'duration': 5.361}","{'text': 'check out my YouTube channel', 'start': 53.44, 'duration': 3.48}",,,,,,,,,,,,
13,"{'text': 'if you have any inflammation on the', 'start': 0.48, 'duration': 3.96}","{'text': ""right side of your body okay I don't"", 'start': 2.919, 'duration': 4.36}","{'text': ""care if it's fibromyalgia or shoulder"", 'start': 4.44, 'duration': 5.199}","{'text': 'pain or a headache on the right side or', 'start': 7.279, 'duration': 4.161}","{'text': 'anything down in the lower part of your', 'start': 9.639, 'duration': 4.761}","{'text': 'body as well suspect something related', 'start': 11.44, 'duration': 5.839}","{'text': 'to the gallbladder and it could be just', 'start': 14.4, 'duration': 5.48}","{'text': 'the bile ducts themselves being', 'start': 17.279, 'duration': 5.521}","{'text': ""congested with what's called bile sludge"", 'start': 19.88, 'duration': 4.84}","{'text': ""which a lot of people don't even know"", 'start': 22.8, 'duration': 3.719}","{'text': 'about that they they think automatically', 'start': 24.72, 'duration': 3.92}","{'text': 'you have to have a gall stone but not', 'start': 26.519, 'duration': 4.121}","{'text': 'necessarily there could be some', 'start': 28.64, 'duration': 4.36}","{'text': 'sludge which is really the stage before', 'start': 30.64, 'duration': 4.96}","{'text': 'a gallstone develops you start having', 'start': 33.0, 'duration': 4.559}","{'text': 'this super concentrated amount of', 'start': 35.6, 'duration': 4.04}","{'text': ""cholesterol um because there's not"", 'start': 37.559, 'duration': 4.921}","{'text': 'enough bile salts', 'start': 39.64, 'duration': 2.84}",,,,,,,,,,,,,,,,,,
14,"{'text': 'if you are deficient in calcium you may', 'start': 0.04, 'duration': 4.279}","{'text': 'find that you have this chronic cough', 'start': 1.76, 'duration': 5.8}","{'text': ""okay and you may find that um you're"", 'start': 4.319, 'duration': 7.121}","{'text': ""tired but you just can't go to sleep"", 'start': 7.56, 'duration': 5.56}","{'text': ""there's something preventing you from"", 'start': 11.44, 'duration': 4.319}","{'text': 'just drifting off into a nice relaxed', 'start': 13.12, 'duration': 4.56}","{'text': ""sleep that's a Calcium"", 'start': 15.759, 'duration': 4.001}","{'text': 'deficiency uh not to mention you could', 'start': 17.68, 'duration': 4.2}","{'text': 'have cramps as well that could be a', 'start': 19.76, 'duration': 6.12}","{'text': 'calcium or a magnesium deficiency', 'start': 21.88, 'duration': 4.0}",,,,,,,,,,,,,,,,,,,,,,,,,,
15,"{'text': 'you know I talk a lot about vitamin D', 'start': 0.04, 'duration': 4.48}","{'text': ""but I wouldn't recommend taking vitamin"", 'start': 2.24, 'duration': 4.36}","{'text': 'D by itself I would always take vitamin', 'start': 4.52, 'duration': 5.44}","{'text': 'K2 with vitamin D because vitamin D3', 'start': 6.6, 'duration': 5.999}","{'text': 'increases calcium absorption in your', 'start': 9.96, 'duration': 5.48}","{'text': 'intestines by 20 times and that ends up', 'start': 12.599, 'duration': 4.76}","{'text': 'in the blood so you can have a lot of', 'start': 15.44, 'duration': 4.24}","{'text': 'calcium in the blood which can be a', 'start': 17.359, 'duration': 4.201}","{'text': ""problem for people especially if they're"", 'start': 19.68, 'duration': 6.0}","{'text': 'prone to kidney stones or arthritis but', 'start': 21.56, 'duration': 6.4}","{'text': 'vitamin K2 comes to the rescue and that', 'start': 25.68, 'duration': 4.88}","{'text': 'takes the calcium from the blood', 'start': 27.96, 'duration': 4.479}","{'text': 'and pushes it into the bone one of the', 'start': 30.56, 'duration': 3.519}","{'text': 'really important things that vitamin K2', 'start': 32.439, 'duration': 5.8}","{'text': 'does is to prevent soft tissue calcium', 'start': 34.079, 'duration': 6.521}","{'text': 'from accumulating that could be in your', 'start': 38.239, 'duration': 6.401}","{'text': 'arteries or the joints or any organ so', 'start': 40.6, 'duration': 6.16}","{'text': 'to protect you against any potential', 'start': 44.64, 'duration': 4.0}","{'text': 'side effects of vitamin D3 make sure you', 'start': 46.76, 'duration': 4.92}","{'text': 'take vitamin K2 at the same time as far', 'start': 48.64, 'duration': 5.8}","{'text': 'as the ratios go for every 10,000 I use', 'start': 51.68, 'duration': 6.28}","{'text': 'of vitamin D3 take 100 micrograms of', 'start': 54.44, 'duration': 6.32}","{'text': 'vitamin K2', 'start': 57.96, 'duration': 2.8}",,,,,,,,,,,,,
16,"{'text': ""all right so today we're at one of my"", 'start': 0.52, 'duration': 4.239}","{'text': 'favorite restaurants paries okay so', 'start': 1.719, 'duration': 6.8}","{'text': 'today we have some fries which is a', 'start': 4.759, 'duration': 6.84}","{'text': 'great combination between soy or corn', 'start': 8.519, 'duration': 6.32}","{'text': 'canola oil and a starch under high Heats', 'start': 11.599, 'duration': 4.841}","{'text': ""which is going to create cation that's"", 'start': 14.839, 'duration': 2.881}","{'text': ""going to accumulate in the body it's"", 'start': 16.44, 'duration': 3.12}","{'text': 'going to build up in the lens of the eye', 'start': 17.72, 'duration': 3.719}","{'text': 'and your brain and the tissues and', 'start': 19.56, 'duration': 4.719}","{'text': 'arteries highly inflammatory okay so we', 'start': 21.439, 'duration': 5.361}","{'text': 'also have this right here which is honey', 'start': 24.279, 'duration': 5.0}","{'text': 'mustard and then we have of course our', 'start': 26.8, 'duration': 5.0}","{'text': 'chicken tenders right now lift up the', 'start': 29.279, 'duration': 5.28}","{'text': 'ingredients for that and this is loaded', 'start': 31.8, 'duration': 5.36}","{'text': ""with MSG now there's a bunch of people"", 'start': 34.559, 'duration': 3.921}","{'text': 'out line saying oh yeah they just', 'start': 37.16, 'duration': 3.559}","{'text': 'finally found out to fact checking that', 'start': 38.48, 'duration': 4.079}","{'text': ""it's totally safe well why do they use"", 'start': 40.719, 'duration': 4.041}","{'text': 'it to fatten rats they actually have to', 'start': 42.559, 'duration': 5.16}","{'text': 'fatten them up with MSG so monoid glate', 'start': 44.76, 'duration': 5.08}","{'text': ""does increase insulin which means it's"", 'start': 47.719, 'duration': 3.921}","{'text': 'going to cause a fat liver and make you', 'start': 49.84, 'duration': 3.399}","{'text': ""gain weight and it's going to make you"", 'start': 51.64, 'duration': 3.28}","{'text': 'hungrier and this is why when you start', 'start': 53.239, 'duration': 4.0}","{'text': ""eating this you can't stop all right I"", 'start': 54.92, 'duration': 6.36}","{'text': 'will see you in the next video', 'start': 57.239, 'duration': 4.041}",,,,,,,,,,
17,"{'text': 'you know so many people have blood sugar', 'start': 0.04, 'duration': 3.36}","{'text': ""problems they're worried about their"", 'start': 1.8, 'duration': 5.039}","{'text': 'diabetes pre-diabetes Etc well in your', 'start': 3.4, 'duration': 5.92}","{'text': 'cupboard right now you probably have an', 'start': 6.839, 'duration': 4.641}","{'text': ""amazing remedy it's in the spice rack"", 'start': 9.32, 'duration': 4.359}","{'text': ""it's called cinnamon cinnamon has been"", 'start': 11.48, 'duration': 5.16}","{'text': 'known to drop your blood sugars because', 'start': 13.679, 'duration': 5.52}","{'text': 'it supports the cells in the pancreas', 'start': 16.64, 'duration': 4.76}","{'text': 'called the beta cells it helps to', 'start': 19.199, 'duration': 4.281}","{'text': 'reverse insulin resistance it helps to', 'start': 21.4, 'duration': 5.16}","{'text': 'decrease A1C and because it addresses', 'start': 23.48, 'duration': 5.639}","{'text': 'the blood sugars it also helps you with', 'start': 26.56, 'duration': 4.36}","{'text': 'all the things that are connected to', 'start': 29.119, 'duration': 3.561}","{'text': 'that like helping you lose weight', 'start': 30.92, 'duration': 4.479}","{'text': 'getting rid of fat off your liver and', 'start': 32.68, 'duration': 4.879}","{'text': 'help regulate your cholesterol but also', 'start': 35.399, 'duration': 4.201}","{'text': 'realize at the same time you take this', 'start': 37.559, 'duration': 3.561}","{'text': 'also get rid of your sugar this is just', 'start': 39.6, 'duration': 3.56}","{'text': 'going to speed up your results so of', 'start': 41.12, 'duration': 3.72}","{'text': ""course when you take cinnamon don't put"", 'start': 43.16, 'duration': 4.079}","{'text': 'it on toast with sugar okay you want to', 'start': 44.84, 'duration': 4.719}","{'text': 'get rid of the sugar as you add the', 'start': 47.239, 'duration': 4.081}","{'text': 'cinnamon because the cinnamon will', 'start': 49.559, 'duration': 3.961}","{'text': 'enhance the results you can use it in', 'start': 51.32, 'duration': 3.84}","{'text': 'different recipes you can use it in a', 'start': 53.52, 'duration': 3.559}","{'text': 'shake you can use it in your teas but', 'start': 55.16, 'duration': 3.559}","{'text': 'for all problems related to blood sugars', 'start': 57.079, 'duration': 4.721}","{'text': 'think cinnamon', 'start': 58.719, 'duration': 3.081}",,,,,,,,
18,"{'text': ""if you can't sleep right you're getting"", 'start': 0.16, 'duration': 3.559}","{'text': 'less than 5 hours and you have this', 'start': 1.959, 'duration': 3.241}","{'text': ""sympathetic overdrive and you're trying"", 'start': 3.719, 'duration': 3.64}","{'text': ""to lose weight good luck it's not going"", 'start': 5.2, 'duration': 4.88}","{'text': 'to happen in fact you can work with', 'start': 7.359, 'duration': 5.2}","{'text': 'someone on their diet but boy if the', 'start': 10.08, 'duration': 4.32}","{'text': ""sleep is not right and they're also"", 'start': 12.559, 'duration': 3.56}","{'text': 'exercising at the same time you just', 'start': 14.4, 'duration': 3.4}","{'text': 'wasting your time getting someone into a', 'start': 16.119, 'duration': 4.841}","{'text': 'wonderful rejuvenating sleep that can', 'start': 17.8, 'duration': 7.2}","{'text': 'create huge changes in weight loss', 'start': 20.96, 'duration': 4.04}",,,,,,,,,,,,,,,,,,,,,,,,,
19,"{'text': 'so you have the spine you have all these', 'start': 0.04, 'duration': 6.12}","{'text': 'different ribs that connect to the spine', 'start': 2.48, 'duration': 6.6}","{'text': 'but this articulation between the rib', 'start': 6.16, 'duration': 6.04}","{'text': ""and the spine and your back if it's"", 'start': 9.08, 'duration': 5.96}","{'text': 'restricted can affect your breathing', 'start': 12.2, 'duration': 6.239}","{'text': 'very easily now how could that occur', 'start': 15.04, 'duration': 6.999}","{'text': 'well easily from an injury', 'start': 18.439, 'duration': 3.6}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"{'text': 'all right rabbit D today and we want to', 'start': 0.28, 'duration': 5.36}","{'text': 'talk about these right here um man are', 'start': 2.12, 'duration': 5.0}","{'text': 'these addictive so you have a', 'start': 5.64, 'duration': 2.879}","{'text': ""combination of different oils they're"", 'start': 7.12, 'duration': 5.0}","{'text': 'all seed oils corn canola soy soy', 'start': 8.519, 'duration': 5.481}","{'text': 'hydrogenated oils which basically make', 'start': 12.12, 'duration': 3.96}","{'text': 'it thicker we have beef flavoring with', 'start': 14.0, 'duration': 4.6}","{'text': ""wheat and dairy concentrate and don't"", 'start': 16.08, 'duration': 4.16}","{'text': 'forget dextrose which is a synthetic', 'start': 18.6, 'duration': 2.96}","{'text': ""sugar now here's the thing you need to"", 'start': 20.24, 'duration': 3.32}","{'text': ""know about seed oils when they're under"", 'start': 21.56, 'duration': 3.68}","{'text': ""heat you're going to develop something"", 'start': 23.56, 'duration': 4.959}","{'text': 'called glycation glycation makes you', 'start': 25.24, 'duration': 6.039}","{'text': 'look older creates a effects like', 'start': 28.519, 'duration': 6.161}","{'text': 'diabetes Alzheimers waine liver fat but', 'start': 31.279, 'duration': 4.96}","{'text': ""there's something more Insidious about"", 'start': 34.68, 'duration': 4.039}","{'text': ""this if you're consuming these seed oils"", 'start': 36.239, 'duration': 5.121}","{'text': 'on a regular basis they can accumulate', 'start': 38.719, 'duration': 5.16}","{'text': 'to the cells and create all sorts of', 'start': 41.36, 'duration': 4.879}","{'text': 'inflammation and they have a half-life', 'start': 43.879, 'duration': 5.401}","{'text': 'of basically 2 and a half to three years', 'start': 46.239, 'duration': 4.8}","{'text': 'I mean the sugar in ha will burn off', 'start': 49.28, 'duration': 4.72}","{'text': 'fairly quickly but these oils get stuck', 'start': 51.039, 'duration': 6.601}","{'text': 'deep inside yourselves', 'start': 54.0, 'duration': 3.64}",,,,,,,,,,,,
21,"{'text': 'what does acid reflex or silent reflex', 'start': 0.16, 'duration': 4.8}","{'text': 'have to do with your breathing well', 'start': 2.96, 'duration': 3.919}","{'text': ""apparently there's a lot of um sensory"", 'start': 4.96, 'duration': 4.48}","{'text': 'nerves in your esophagus that go right', 'start': 6.879, 'duration': 4.64}","{'text': 'to your brain and that will give your', 'start': 9.44, 'duration': 4.52}","{'text': ""brain certain information that it's not"", 'start': 11.519, 'duration': 4.6}","{'text': 'getting enough oxygen which will cause', 'start': 13.96, 'duration': 4.44}","{'text': 'you to feel like you have air hunger it', 'start': 16.119, 'duration': 4.761}","{'text': 'will cause you to breathe more and gasp', 'start': 18.4, 'duration': 6.32}","{'text': ""or air it'll cause you to yawn more and"", 'start': 20.88, 'duration': 5.239}","{'text': 'when you breathe more sometimes it', 'start': 24.72, 'duration': 3.0}","{'text': 'creates almost not like a', 'start': 26.119, 'duration': 4.16}","{'text': 'hyperventilation but you get too much', 'start': 27.72, 'duration': 4.88}","{'text': 'oxygen and not enough', 'start': 30.279, 'duration': 6.28}","{'text': 'CO2 okay now you would think that would', 'start': 32.6, 'duration': 5.639}","{'text': ""allow you to breathe better but what's"", 'start': 36.559, 'duration': 3.32}","{'text': 'interesting about the relationship', 'start': 38.239, 'duration': 4.32}","{'text': 'between oxygen and CO2 is that you need', 'start': 39.879, 'duration': 5.561}","{'text': 'a certain level of CO2 to allow oxygen', 'start': 42.559, 'duration': 6.48}","{'text': 'to go into your red blood cells and so', 'start': 45.44, 'duration': 5.4}","{'text': 'if you have just', 'start': 49.039, 'duration': 5.561}","{'text': 'straight oxygen without enough CO2 you', 'start': 50.84, 'duration': 5.76}","{'text': ""won't be able to get enough oxygen into"", 'start': 54.6, 'duration': 4.72}","{'text': 'the cells', 'start': 56.6, 'duration': 2.72}",,,,,,,,,,,,
22,"{'text': 'so I recently did a video on how to get', 'start': 0.04, 'duration': 7.279}","{'text': 'rid of a wart or a skin tag using this', 'start': 2.879, 'duration': 7.241}","{'text': 'amazing amazing remedy that I just', 'start': 7.319, 'duration': 4.681}","{'text': 'stumbled on and instead of giving you', 'start': 10.12, 'duration': 3.96}","{'text': ""the long name for this remedy I'm just"", 'start': 12.0, 'duration': 4.039}","{'text': ""going to tell you it's an"", 'start': 14.08, 'duration': 5.56}","{'text': 'ahcc this is a shitake mushroom extract', 'start': 16.039, 'duration': 6.24}","{'text': 'it has the ability to clear out the', 'start': 19.64, 'duration': 5.28}","{'text': 'herpes virus okay and this is based on', 'start': 22.279, 'duration': 5.801}","{'text': 'over a 100 randomized control trials so', 'start': 24.92, 'duration': 4.839}","{'text': 'for anything related to the herpes virus', 'start': 28.08, 'duration': 3.28}","{'text': 'you you should check out this', 'start': 29.759, 'duration': 4.041}","{'text': 'ahcc you can go watch my complete video', 'start': 31.36, 'duration': 6.28}","{'text': 'on this topic at drberg.com', 'start': 33.8, 'duration': 3.84}",,,,,,,,,,,,,,,,,,,,,,
23,"{'text': 'what does acid reflex or silent reflex', 'start': 0.16, 'duration': 4.8}","{'text': 'have to do with your breathing well', 'start': 2.96, 'duration': 3.919}","{'text': ""apparently there's a lot of um sensory"", 'start': 4.96, 'duration': 4.48}","{'text': 'nerves in your esophagus that go right', 'start': 6.879, 'duration': 4.64}","{'text': 'to your brain and that will give your', 'start': 9.44, 'duration': 4.52}","{'text': ""brain certain information that it's not"", 'start': 11.519, 'duration': 4.6}","{'text': 'getting enough oxygen which will cause', 'start': 13.96, 'duration': 4.44}","{'text': 'you to feel like you have air hunger it', 'start': 16.119, 'duration': 4.761}","{'text': 'will cause you to breathe more and gasp', 'start': 18.4, 'duration': 6.32}","{'text': ""or air it'll cause you to yawn more and"", 'start': 20.88, 'duration': 5.239}","{'text': 'when you breathe more sometimes it', 'start': 24.72, 'duration': 3.0}","{'text': 'creates almost not like a', 'start': 26.119, 'duration': 4.16}","{'text': 'hyperventilation but you get too much', 'start': 27.72, 'duration': 4.88}","{'text': 'oxygen and not enough', 'start': 30.279, 'duration': 6.28}","{'text': 'CO2 okay now you would think that would', 'start': 32.6, 'duration': 5.639}","{'text': ""allow you to breathe better but what's"", 'start': 36.559, 'duration': 3.32}","{'text': 'interesting about the relationship', 'start': 38.239, 'duration': 4.32}","{'text': 'between oxygen and CO2 is that you need', 'start': 39.879, 'duration': 5.561}","{'text': 'a certain level of CO2 to allow oxygen', 'start': 42.559, 'duration': 6.48}","{'text': 'to go into your red blood cells and so', 'start': 45.44, 'duration': 5.4}","{'text': 'if you have just', 'start': 49.039, 'duration': 5.561}","{'text': 'straight oxygen without enough CO2 you', 'start': 50.84, 'duration': 5.76}","{'text': ""won't be able to get enough oxygen into"", 'start': 54.6, 'duration': 4.72}","{'text': 'the cells', 'start': 56.6, 'duration': 2.72}",,,,,,,,,,,,
24,"{'text': ""so I have a question for you when you're"", 'start': 0.12, 'duration': 6.239}","{'text': 'at the grocery store and you are at the', 'start': 1.68, 'duration': 6.839}","{'text': 'tiny little corner of the store called', 'start': 6.359, 'duration': 4.001}","{'text': 'the health food section what does that', 'start': 8.519, 'duration': 4.0}","{'text': 'tell you about the rest of the grocery', 'start': 10.36, 'duration': 4.239}","{'text': 'store what kind of foods are they', 'start': 12.519, 'duration': 4.92}","{'text': 'serving there trying to figure that out', 'start': 14.599, 'duration': 6.201}","{'text': 'did you realize that 83% of all the', 'start': 17.439, 'duration': 6.76}","{'text': 'calories in the grocery store are Ultra', 'start': 20.8, 'duration': 5.6}","{'text': 'processed foods', 'start': 24.199, 'duration': 5.361}","{'text': 'AKA junk Foods Ultra processed foods are', 'start': 26.4, 'duration': 4.879}","{'text': ""not really foods but there's something"", 'start': 29.56, 'duration': 3.999}","{'text': ""that don't actually resemble the"", 'start': 31.279, 'duration': 4.96}","{'text': 'starting food that they process them', 'start': 33.559, 'duration': 5.0}","{'text': 'from or they refine them from I think', 'start': 36.239, 'duration': 3.681}","{'text': ""it'd be very important especially if you"", 'start': 38.559, 'duration': 4.761}","{'text': 'have children to watch my video on alter', 'start': 39.92, 'duration': 6.04}","{'text': 'processed foods um on YouTube because', 'start': 43.32, 'duration': 3.559}","{'text': 'that will give you a lot more', 'start': 45.96, 'duration': 3.279}","{'text': 'information in deciding what you should', 'start': 46.879, 'duration': 4.84}","{'text': ""buy and what you shouldn't buy at the"", 'start': 49.239, 'duration': 5.48}","{'text': 'grocery store', 'start': 51.719, 'duration': 3.0}",,,,,,,,,,,,,,
25,"{'text': ""I'd like to talk about vitamin D and"", 'start': 0.04, 'duration': 4.16}","{'text': 'magnesium okay did you realize that the', 'start': 1.8, 'duration': 5.16}","{'text': 'receptors for absorbing vitamin D are', 'start': 4.2, 'duration': 5.2}","{'text': 'completely and utterly dependent on', 'start': 6.96, 'duration': 5.04}","{'text': 'magnesium if you have no magnesium you', 'start': 9.4, 'duration': 5.6}","{'text': 'will not be able to absorb vitamin d and', 'start': 12.0, 'duration': 6.52}","{'text': 'vitamin D helps you absorb magnesium the', 'start': 15.0, 'duration': 6.0}","{'text': 'majority of the population are not only', 'start': 18.52, 'duration': 5.16}","{'text': 'deficient in vitamin D but also', 'start': 21.0, 'duration': 5.08}","{'text': 'magnesium and without enough magnesium', 'start': 23.68, 'duration': 4.599}","{'text': 'you tend to get calcium deposits that', 'start': 26.08, 'duration': 4.92}","{'text': 'build up in the joints and the arteries', 'start': 28.279, 'duration': 4.601}","{'text': 'so make sure when you take a vitamin D', 'start': 31.0, 'duration': 4.68}","{'text': 'supplement it also comes with magnesium', 'start': 32.88, 'duration': 6.6}","{'text': 'and the other co-actors', 'start': 35.68, 'duration': 3.8}",,,,,,,,,,,,,,,,,,,,,
